;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
1694;Casa;Villa María del Triunfo;2;0;2;80;1800.0;;
1695;Casa en condominio;Callao;4;4;3;480;7000.0;600.0;2500.0
1696;Casa en condominio;Ate;5;4;3;622;10000.0;1380.0;1486.0
1697;Casa en condominio;Ate;7;6;6;850;25000.0;2200.0;25000.0
1698;Casa en condominio;Ate;5;2;5;810;26000.0;1550.0;3256.0
1699;Casa de villa;Lince;2;1;1;70;1200.0;;
1700;Casa en condominio;Ate;5;7;5;1150;40000.0;2200.0;
1701;Casa;Pachacámac;2;2;1;70;1500.0;;
1702;Casa en condominio;Villa María del Triunfo;3;2;3;260;5000.0;350.0;150.0
1703;Casa de villa;Santa María del Mar;3;0;0;100;2000.0;;
1704;Casa en condominio;Ate;6;6;4;1100;34009.0;;
1705;Casa en condominio;Comas;1;1;0;70;1000.0;150.0;13.0
1706;Casa;Santiago de Surco;5;3;3;350;16000.0;;500.0
1707;Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0
1708;Habitación;San Borja;1;0;0;27;800.0;626.0;20.0
1709;Casa en condominio;Ancón;2;0;0;92;750.0;;
1710;Casa;Lurigancho;4;1;2;500;15000.0;;450.0
1711;Casa en condominio;Lurigancho;4;5;4;845;35000.0;;1794.0
1712;Casa;San Luis;1;0;0;60;1000.0;;
1713;Habitación;Rímac;1;0;0;25;1550.0;360.0;58.0
1714;Casa de villa;Comas;2;1;0;76;1508.0;;
1715;Casa;Lince;1;0;0;50;400.0;;
1716;Casa;Mi Perú;1;0;0;100;800.0;;
1717;Casa;Barranco;2;0;0;65;1100.0;;
1718;Casa en condominio;Jesús María;3;2;2;200;3000.0;;
1719;Habitación;Pachacámac;1;0;0;46;800.0;350.0;
1720;Casa en condominio;Jesús María;6;4;5;650;10000.0;1134.0;1487.0
1721;Casa;La Perla;5;8;5;1000;25000.0;;14000.0
1722;Casa comercial;Lince;0;0;0;130;2500.0;;150.0
1723;Casa;Lince;1;0;0;60;450.0;;20.0
1724;Habitación;Lurín;0;0;0;37;1100.0;676.0;
1725;Casa;Santiago de Surco;1;0;0;50;700.0;;
1726;Habitación;San Borja;1;0;1;23;1500.0;400.0;
1727;Casa;San Luis;2;0;0;100;1200.0;;43.0
1728;Casa en condominio;San Luis;2;1;1;110;2000.0;504.0;
1729;Habitación;Chaclacayo;1;0;0;23;850.0;397.0;25.0
1730;Habitación;Lurín;0;0;0;20;700.0;450.0;30.0
1731;Casa en condominio;Ate;3;2;3;349;8000.0;850.0;583.0
1732;Casa de villa;Santiago de Surco;1;0;0;50;730.0;;
1733;Casa;Ancón;2;0;0;89;700.0;180.0;
1734;Casa de villa;Santa María del Mar;2;0;0;58;1000.0;;13.0
1735;Casa en condominio;Ate;4;4;0;800;15000.0;2000.0;
1736;Casa en condominio;La Punta;1;0;0;72;1200.0;100.0;
1737;Casa en condominio;Ate;4;2;2;385;6500.0;1150.0;800.0
1738;Casa en condominio;Villa María del Triunfo;4;4;2;300;4000.0;600.0;
1739;Casa en condominio;Ancón;3;2;1;130;1800.0;;
1740;Casa de villa;Santa Rosa;3;0;0;80;1800.0;80.0;20.0
1741;Casa de villa;Villa El Salvador;3;0;0;132;4800.0;;500.0
1742;Casa en condominio;Pucusana;6;3;5;690;15000.0;1500.0;1250.0
1743;Habitación;San Miguel;1;0;0;27;900.0;385.0;20.0
1744;Casa;Lurín;10;0;10;200;15000.0;;200.0
1745;Casa;El Agustino;1;0;0;45;600.0;;17.0
1746;Casa en condominio;Ate;7;4;5;622;10000.0;1380.0;1486.0
1747;Casa;Ate;5;4;2;421;12000.0;1668.0;1250.0
1748;Casa en condominio;Jesús María;5;2;4;197;4000.0;960.0;353.0
1749;Habitación;Chorrillos;1;0;0;26;1200.0;320.0;
1750;Casa de villa;Chorrillos;2;0;0;60;2900.0;;68.0
1751;Habitación;San Miguel;1;0;0;25;1000.0;449.0;
1752;Casa en condominio;Ate;5;5;3;681;20000.0;1900.0;18000.0
1753;Casa comercial;Jesús María;0;2;0;350;9000.0;1.0;
1754;Casa;Lince;2;1;1;70;1400.0;;130.0
1755;Habitación;Punta Hermosa;1;0;0;30;1200.0;380.0;
1756;Casa;Jesús María;4;3;2;510;10000.0;1100.0;760.0
1757;Casa comercial;Ventanilla;0;4;0;180;3700.0;;100.0
1758;Casa;Ate;6;4;3;430;7500.0;150.0;
1759;Habitación;Chorrillos;0;0;0;23;1000.0;390.0;30.0
1760;Casa en condominio;Lince;2;0;2;100;2200.0;420.0;
1761;Habitación;San Borja;0;0;0;35;2500.0;472.0;25.0
1762;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
1763;Casa en condominio;Callao;3;3;3;128;3800.0;460.0;1500.0
1764;Casa en condominio;Jesús María;4;2;2;260;5800.0;1000.0;
1765;Habitación;Lurín;0;0;0;24;1300.0;;
1766;Habitación;Pachacámac;1;0;0;29;1200.0;325.0;
1767;Casa;Lince;2;4;0;60;1600.0;;
1768;Casa;Jesús María;3;20;1;100;8000.0;;
1769;Casa en condominio;Ate;5;6;5;1200;32000.0;2134.0;17480.0
1770;Casa de villa;Comas;1;0;0;34;600.0;;
1771;Casa en condominio;Villa El Salvador;3;3;1;115;2250.0;880.0;120.0
1772;Casa;Pucusana;6;30;2;1200;28000.0;;1581.0
1773;Casa;Jesús María;4;2;3;600;15000.0;;6072.0
1774;Casa;Ancón;2;0;0;75;850.0;;
1775;Casa;Lince;2;5;0;75;1050.0;;
1776;Habitación;San Borja;1;0;0;20;2200.0;;
1777;Casa;La Punta;5;5;2;420;4500.0;;
1778;Casa;Lince;2;0;0;70;560.0;240.0;
1779;Casa;Jesús María;4;3;1;298;8000.0;;3208.0
1780;Habitación;San Borja;1;0;0;25;1950.0;310.0;25.0
1781;Casa en condominio;Ate;3;2;3;450;8500.0;850.0;5863.0
1782;Casa;San Borja;2;1;0;80;850.0;520.0;12.0
1783;Casa;Magdalena del Mar;1;0;0;55;800.0;;
1784;Casa;El Agustino;2;0;0;70;1100.0;;
1785;Casa en condominio;Callao;3;2;1;143;2600.0;725.0;171.0
1786;Habitación;Ventanilla;1;0;0;16;980.0;80.0;
1787;Casa;San Luis;3;0;0;105;1700.0;;90.0
1788;Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
1789;Casa de villa;Los Olivos;1;0;0;36;750.0;;
1790;Casa de villa;San Luis;2;0;0;65;1600.0;;
1791;Habitación;San Borja;1;0;0;30;1000.0;425.0;29.0
1792;Casa de villa;El Agustino;3;1;0;90;1500.0;;
1793;Casa en condominio;Ate;4;4;3;622;10000.0;1380.0;1486.0
1794;Casa en condominio;Ate;4;4;3;431;8500.0;2134.0;1471.0
1795;Habitación;Pachacámac;1;0;0;22;900.0;350.0;24.0
1796;Casa en condominio;Ate;4;4;4;2070;22000.0;1000.0;32300.0
1797;Casa;Comas;2;1;0;55;1000.0;17.0;
1798;Habitación;San Borja;1;0;0;33;900.0;800.0;30.0
1799;Casa;Santa María del Mar;5;2;1;278;3500.0;;3997.0
1800;Casa en condominio;Jesús María;3;2;1;250;4000.0;1450.0;1600.0
1801;Casa;Cieneguilla;3;2;0;90;2000.0;;296.0
1802;Casa en condominio;Jesús María;4;4;2;480;11000.0;1000.0;680.0
1803;Casa en condominio;Ate;4;9;4;680;16000.0;3118.0;2743.0
1804;Casa en condominio;Pucusana;5;2;2;500;15000.0;1630.0;1300.0
1805;Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0
1806;Habitación;Mi Perú;1;0;0;30;900.0;590.0;20.0
1807;Casa comercial;Jesús María;0;0;0;511;30000.0;;2253.0
1808;Casa comercial;Chorrillos;0;0;0;180;6800.0;;750.0
1809;Casa en condominio;Ate;5;10;4;1000;20000.0;5000.0;2000.0
1810;Habitación;San Borja;1;0;0;25;1000.0;545.0;30.0
1811;Casa en condominio;Pucusana;6;3;6;1900;35000.0;1500.0;3900.0
1812;Casa en condominio;Pucusana;4;2;4;900;45000.0;1700.0;
1813;Casa comercial;Rímac;0;0;0;300;35000.0;;2000.0
1814;Casa comercial;Chorrillos;0;5;0;408;22000.0;;2760.0
1815;Habitación;San Borja;1;0;0;40;1550.0;420.0;133.0
1816;Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
1817;Habitación;San Miguel;1;0;0;24;1000.0;380.0;20.0
1818;Casa;La Perla;2;1;0;46;600.0;250.0;
1819;Casa comercial;Pueblo Libre;0;0;0;300;17000.0;;1760.0
1820;Casa en condominio;Ate;5;8;5;1150;40000.0;2300.0;20000.0
1821;Habitación;Villa El Salvador;1;0;0;30;1500.0;280.0;29.0
1822;Casa;Callao;3;4;1;318;4500.0;;353.0
1823;Casa en condominio;Punta Hermosa;4;2;1;240;6500.0;2200.0;3400.0
1824;Casa;Mi Perú;1;0;0;45;800.0;;
1825;Casa;Pucusana;2;0;0;60;1400.0;;56.0
1826;Casa comercial;Chorrillos;6;2;0;400;15000.0;;
1827;Casa comercial;San Borja;0;0;0;100;8500.0;;
1828;Casa en condominio;Jesús María;5;2;5;400;8500.0;1000.0;480.0
1829;Casa;Jesús María;4;4;2;258;4800.0;350.0;
1830;Casa en condominio;Ate;5;3;5;350;13000.0;710.0;630.0
1831;Habitación;Pachacámac;0;0;0;40;1200.0;474.0;
1832;Casa;Villa María del Triunfo;4;1;1;141;2500.0;400.0;250.0
1833;Casa;La Punta;4;4;1;275;4500.0;;2104.0
1834;Casa;Lince;2;2;0;80;2000.0;;
1835;Casa en condominio;Ate;5;5;5;800;40000.0;1000.0;15000.0
1836;Casa;La Punta;2;1;0;80;2000.0;100.0;25.0
1837;Casa en condominio;Jesús María;4;3;3;350;7500.0;900.0;
1838;Habitación;Pachacámac;1;0;0;26;900.0;350.0;19.0
1839;Habitación;Punta Hermosa;1;0;0;24;1500.0;500.0;
1840;Casa;Villa María del Triunfo;3;1;1;100;2200.0;650.0;
1841;Casa en condominio;Ate;4;3;3;370;9500.0;2333.0;1420.0
1842;Casa en condominio;San Luis;3;2;1;130;2300.0;567.0;
1843;Habitación;La Punta;1;0;0;26;1000.0;360.0;
1844;Casa;Santa Rosa;3;1;1;146;2200.0;;103.0
1845;Habitación;San Borja;1;0;0;27;1500.0;400.0;
1846;Casa;Punta Hermosa;6;2;6;333;20000.0;;697.0
1847;Casa en condominio;Ate;4;0;2;288;12000.0;510.0;4910.0
1848;Habitación;San Borja;0;0;0;35;1300.0;400.0;
1849;Casa en condominio;Ate;5;2;2;400;14000.0;2500.0;
1850;Casa en condominio;Lurín;5;0;2;250;15000.0;;
1851;Casa;Chorrillos;1;1;0;30;800.0;40.0;
1852;Casa en condominio;Ate;4;2;4;595;30000.0;2500.0;2510.0
1853;Casa;La Perla;3;2;3;450;25000.0;;400.0
1854;Casa en condominio;Jesús María;4;1;1;439;8500.0;1350.0;914.0
1855;Habitación;San Borja;1;0;0;26;1100.0;607.0;225.0
1856;Habitación;Chorrillos;1;0;0;20;1200.0;481.0;
1857;Casa;Los Olivos;3;0;0;40;1500.0;150.0;
1858;Casa de villa;Villa María del Triunfo;3;1;1;110;2300.0;;130.0
1859;Casa en condominio;Jesús María;5;0;4;450;12000.0;1420.0;12524.0
1860;Habitación;Punta Negra;1;0;0;26;1300.0;407.0;26.0
1861;Habitación;Pachacámac;0;0;0;20;700.0;349.0;25.0
1862;Casa de villa;Jesús María;4;2;2;900;10000.0;1650.0;1520.0
1863;Casa;Lince;2;1;0;80;1000.0;;
1864;Casa;La Perla;6;3;6;790;30000.0;900.0;1532.0
1865;Casa comercial;Lurigancho;0;0;0;171;9500.0;;10164.0
1866;Habitación;Pachacámac;0;0;0;26;700.0;730.0;120.0
1867;Habitación;Pachacámac;1;0;0;30;400.0;615.0;25.0
1868;Habitación;Comas;1;0;0;30;3500.0;600.0;120.0
1869;Habitación;San Borja;0;0;0;35;1100.0;450.0;
1870;Habitación;San Borja;1;0;0;40;1700.0;550.0;69.0
1871;Casa;Ate;2;0;0;50;1200.0;;
1872;Casa en condominio;Ate;4;4;4;622;10000.0;1380.0;1486.0
1873;Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
1874;Casa;San Luis;3;1;2;15;7077.0;;
1875;Habitación;La Punta;1;0;0;30;500.0;;
1876;Casa de villa;San Miguel;3;1;3;140;3990.0;90.0;225.0
1877;Casa en condominio;Ate;5;5;5;617;13000.0;1450.0;1641.0
1878;Casa en condominio;San Luis;3;1;0;92;1900.0;700.0;700.0
1879;Casa en condominio;Callao;3;3;1;213;2700.0;510.0;221.0
1880;Casa en condominio;Ate;4;4;4;610;16500.0;1000.0;16964.0
1881;Casa en condominio;Ate;4;2;4;550;16000.0;2100.0;2000.0
1882;Casa comercial;San Miguel;0;1;0;80;3800.0;;
1883;Habitación;Pachacámac;1;0;0;25;800.0;330.0;25.0
1884;Casa comercial;Lurigancho;4;0;1;182;8000.0;;14000.0
1885;Casa;Jesús María;4;3;3;226;3500.0;1400.0;
1886;Casa comercial;San Luis;9;6;1;240;7000.0;;618.0
1887;Casa en condominio;Ate;7;6;6;1350;30000.0;;
1888;Casa de villa;San Juan de Lurigancho;1;0;0;20;380.0;;
1889;Casa de villa;San Isidro;1;0;0;40;600.0;;
1890;Casa;Ventanilla;2;0;0;40;1300.0;;
1891;Habitación;San Borja;1;0;0;30;1650.0;500.0;30.0
1892;Casa en condominio;Jesús María;4;3;4;270;6000.0;850.0;600.0
1893;Casa;Chorrillos;4;5;0;600;22000.0;;3142.0
1894;Habitación;Pachacámac;1;0;0;31;750.0;350.0;24.0
1895;Casa;Chaclacayo;3;0;0;50;1800.0;;24.0
1896;Casa en condominio;La Punta;2;1;1;70;1350.0;360.0;325.0
1897;Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0
1898;Habitación;Punta Hermosa;1;0;0;25;1200.0;400.0;29.0
1899;Casa;La Punta;3;1;3;77;2500.0;;
1900;Habitación;San Borja;1;0;0;35;1200.0;;48.0
1901;Casa de villa;Chorrillos;3;4;1;268;2000.0;30.0;1500.0
1902;Casa;Callao;3;2;2;400;7800.0;;300.0
1903;Casa en condominio;Punta Hermosa;4;1;2;242;7500.0;2400.0;4320.0
1904;Casa;San Miguel;1;0;0;57;850.0;;
1905;Habitación;Rímac;1;0;0;26;2800.0;600.0;30.0
1906;Casa comercial;Santa Anita;0;15;0;250;15000.0;;884.0
1907;Casa;Pucusana;2;0;0;160;2800.0;;
1908;Habitación;Comas;1;0;0;60;1800.0;580.0;79.0
1909;Casa en condominio;Ate;5;0;4;100;12000.0;1807.0;2136.0
1910;Habitación;San Borja;1;0;0;30;1300.0;500.0;
1911;Casa en condominio;Ate;7;10;7;1400;25000.0;2000.0;
1912;Habitación;San Borja;1;0;0;35;1200.0;450.0;15.0
1913;Habitación;San Borja;1;0;0;25;1300.0;420.0;
1914;Casa comercial;Lurigancho;0;0;0;356;22000.0;;227.0
1915;Casa comercial;San Luis;0;0;0;220;3700.0;;992.0
1916;Casa;Los Olivos;1;0;0;15;400.0;;
1917;Casa en condominio;Ate;5;6;5;700;18000.0;1900.0;1850.0
1918;Casa;Jesús María;4;4;4;239;5000.0;1300.0;
1919;Casa en condominio;Ate;5;4;5;800;12000.0;1100.0;
1920;Casa;Lince;2;1;2;74;1200.0;;
1921;Habitación;Carmen de La Legua;1;0;0;30;500.0;;
1922;Casa de villa;El Agustino;2;0;0;50;660.0;;
1923;Casa comercial;Pachacámac;0;0;0;490;10000.0;;803.0
1924;Habitación;Pachacámac;1;0;0;40;1800.0;384.0;202.0
1925;Casa en condominio;Punta Hermosa;5;2;1;307;6500.0;2400.0;257.0
1926;Casa en condominio;Comas;2;0;2;90;4000.0;1000.0;200.0
1927;Casa;Chaclacayo;2;0;0;56;1100.0;;
1928;Habitación;Comas;1;0;0;25;2000.0;433.0;61.0
1929;Casa de villa;San Miguel;2;1;1;52;2500.0;500.0;
1930;Habitación;Chaclacayo;1;0;0;40;600.0;;12.0
1931;Casa de villa;Santiago de Surco;1;0;0;25;500.0;;
1932;Casa;Pucusana;6;4;6;550;25000.0;;672.0
1933;Casa;San Luis;1;0;0;50;800.0;;80.0
1934;Habitación;Chorrillos;1;0;0;20;850.0;360.0;
1935;Casa en condominio;Ate;4;6;4;900;17000.0;1200.0;22000.0
1936;Habitación;Pachacámac;1;0;0;20;1000.0;286.0;19.0
1937;Casa en condominio;Ate;5;4;5;674;27000.0;2100.0;19369.0
1938;Casa;Independencia;2;0;0;60;800.0;;
1939;Casa;Los Olivos;3;4;0;330;5000.0;;
1940;Habitación;Villa El Salvador;1;0;0;24;1000.0;287.0;24.0
1941;Casa en condominio;Ate;5;2;5;758;25000.0;1510.0;20500.0
1942;Casa de villa;San Luis;2;1;0;70;1650.0;50.0;
1943;Casa comercial;San Miguel;11;1;0;300;10000.0;;124.0
1944;Casa comercial;Chorrillos;11;5;0;570;14000.0;;
1945;Casa;Cieneguilla;2;0;0;25;800.0;;
1946;Casa en condominio;Callao;4;4;1;167;2750.0;990.0;177.0
1947;Casa;La Perla;4;0;3;500;18000.0;1500.0;1100.0
1948;Casa;San Miguel;3;5;1;260;6500.0;;1031.0
1949;Casa comercial;La Punta;5;15;0;1000;29000.0;;
1950;Casa en condominio;El Agustino;1;0;0;35;750.0;;
1951;Casa de villa;Chorrillos;2;1;1;81;2500.0;350.0;71.0
1952;Casa en condominio;Lince;2;1;2;85;1000.0;;
1953;Casa en condominio;Rímac;4;4;4;732;15000.0;3473.0;
1954;Casa;El Agustino;2;0;0;86;875.0;;
1955;Casa de villa;Ventanilla;1;0;0;48;1200.0;;66.0
1956;Casa en condominio;Ate;4;5;4;870;12800.0;1920.0;1399.0
1957;Casa en condominio;Ate;7;8;7;1450;30000.0;1500.0;2800.0
1958;Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;
1959;Casa en condominio;Ate;5;4;5;700;35000.0;;
1960;Casa en condominio;Jesús María;4;2;3;226;3900.0;1547.0;423.0
1961;Casa de villa;San Luis;3;1;0;120;1800.0;100.0;17.0
1962;Casa en condominio;La Perla;5;4;1;705;10000.0;1000.0;1700.0
1963;Casa;Jesús María;3;4;1;400;8500.0;;
1964;Casa de villa;La Molina;1;0;0;24;680.0;;16.0
1965;Habitación;San Borja;1;0;0;34;1350.0;573.0;28.0
1966;Casa en condominio;Ate;4;3;4;350;7000.0;7068.0;5266.0
1967;Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
1968;Casa;Lince;2;0;0;75;1400.0;;
1969;Casa;Bellavista;2;0;0;55;600.0;;
1970;Casa;Lince;2;1;0;80;1200.0;;
1971;Casa en condominio;Ate;3;4;3;600;16000.0;2200.0;1200.0
1972;Casa en condominio;Punta Hermosa;4;4;4;1200;24500.0;1600.0;3498.0
1973;Casa;Rímac;0;0;0;300;39000.0;;2100.0
1974;Habitación;Pachacámac;1;0;0;28;1200.0;570.0;
1975;Habitación;Mi Perú;1;0;0;30;450.0;;
1976;Casa;San Isidro;2;1;0;60;850.0;;
1977;Habitación;San Borja;1;0;0;39;2100.0;600.0;
1978;Casa en condominio;Villa María del Triunfo;4;2;3;380;3491.0;650.0;
1979;Casa;Lince;4;1;1;150;8000.0;;
1980;Casa comercial;San Bartolo;0;0;0;288;2200.0;;121.0
1981;Casa en condominio;Ate;4;3;2;440;8100.0;900.0;600.0
1982;Casa en condominio;Ate;4;2;3;407;9000.0;1100.0;874.0
1983;Habitación;San Borja;1;0;0;35;2000.0;;
1984;Casa de villa;El Agustino;1;0;0;60;800.0;;
1985;Casa en condominio;Jesús María;5;4;4;900;10000.0;1380.0;2200.0
1986;Casa en condominio;Lince;2;2;0;141;1550.0;120.0;61.0
1987;Casa comercial;San Miguel;0;0;0;43;6500.0;;260.0
1988;Casa comercial;Callao;0;0;0;779;20000.0;;
1989;Casa comercial;Chorrillos;7;3;7;200;19900.0;;1300.0
1990;Casa en condominio;Jesús María;4;3;4;250;10000.0;2000.0;345.0
1991;Habitación;La Punta;1;0;0;29;600.0;335.0;25.0
1992;Casa en condominio;San Luis;4;0;4;300;6000.0;690.0;
1993;Casa;Lince;3;4;1;212;2500.0;;600.0
1994;Casa de villa;Chorrillos;4;2;2;200;8000.0;200.0;261.0
1995;Casa;Pueblo Libre;1;1;0;55;900.0;;
1996;Casa;Jesús María;6;2;6;349;10000.0;;494.0
1997;Casa;Lince;2;1;0;160;2200.0;;
1998;Casa de villa;Ate;2;1;0;60;900.0;100.0;
1999;Casa en condominio;Ate;4;3;1;350;7500.0;970.0;635.0
2000;Casa;La Perla;6;5;3;650;20000.0;;19230.0
2001;Habitación;Chorrillos;1;0;0;25;1580.0;206.0;24.0
2002;Casa;Comas;4;0;1;150;6500.0;1527.0;360.0
2003;Casa en condominio;Ate;5;10;5;2000;35009.0;;
2004;Casa en condominio;Ate;4;4;3;622;10000.0;1390.0;1514.0
2005;Casa;Pueblo Libre;2;0;0;75;700.0;50.0;
2006;Casa en condominio;Mi Perú;4;3;1;510;7000.0;830.0;480.0
2007;Casa en condominio;Punta Hermosa;4;2;1;240;5500.0;2200.0;3400.0
2008;Casa;Jesús María;4;3;4;255;9800.0;640.0;380.0
2009;Casa;Mi Perú;3;4;1;275;4000.0;;200.0
2010;Casa en condominio;Carmen de La Legua;3;2;1;180;3750.0;750.0;139.0
2011;Casa;Jesús María;4;2;3;360;12000.0;;
2012;Casa;Ate;4;4;2;600;30000.0;1100.0;1399.0
2013;Habitación;La Punta;0;0;0;36;1000.0;450.0;29.0
2014;Casa;Santiago de Surco;3;1;0;225;12000.0;;385.0
2015;Casa;Carabayllo;1;0;0;50;790.0;;
2016;Casa en condominio;Ate;3;6;3;600;25000.0;;
2017;Casa;San Luis;2;0;0;80;1300.0;;
2018;Casa comercial;Pucusana;4;20;0;434;8000.0;;450.0
2019;Casa en condominio;Ate;1;0;0;30;560.0;90.0;10.0
2020;Casa en condominio;Ancón;2;0;0;80;900.0;50.0;120.0
2021;Casa de villa;El Agustino;2;0;0;75;1500.0;;
2022;Habitación;San Borja;1;0;0;42;1300.0;400.0;25.0
2023;Casa en condominio;Callao;4;3;2;380;5400.0;390.0;
2024;Casa en condominio;Ate;5;4;4;700;7500.0;1800.0;16000.0
2025;Casa de villa;Chorrillos;4;2;2;200;8000.0;130.0;1300.0
2026;Habitación;San Borja;1;0;0;20;1600.0;350.0;20.0
2027;Casa comercial;Chorrillos;0;2;0;460;10000.0;;1712.0
2028;Habitación;San Borja;1;0;0;28;1300.0;410.0;25.0
2029;Casa de villa;San Miguel;3;1;0;140;3200.0;;
2030;Habitación;Santa Anita;0;0;0;22;650.0;331.0;160.0
2031;Casa en condominio;Villa María del Triunfo;3;1;2;130;1950.0;330.0;
2032;Habitación;San Bartolo;1;0;0;40;1500.0;350.0;20.0
2033;Casa comercial;Chorrillos;1;6;0;500;23000.0;490.0;791.0
2034;Casa comercial;Chorrillos;0;4;0;410;18000.0;;1679.0
2035;Habitación;Rímac;0;0;0;30;1500.0;672.0;50.0
2036;Casa;Chorrillos;4;1;1;128;1600.0;;228.0
2037;Casa en condominio;Ate;5;6;5;772;20000.0;1400.0;
2038;Casa;San Miguel;2;1;0;96;1900.0;;105.0
2039;Habitación;La Punta;1;0;0;32;920.0;480.0;38.0
2040;Casa comercial;San Miguel;0;0;0;400;16000.0;;600.0
2041;Casa en condominio;Ate;5;7;4;550;12000.0;1985.0;1300.0
2042;Casa en condominio;Jesús María;3;4;1;210;6500.0;1670.0;707.0
2043;Casa de villa;Ventanilla;2;0;0;90;1500.0;40.0;76.0
2044;Casa de villa;Carabayllo;1;1;0;35;500.0;;
2045;Habitación;San Borja;1;0;0;28;950.0;450.0;29.0
2046;Habitación;Lurín;1;0;0;25;800.0;420.0;22.0
2047;Casa;Villa El Salvador;3;2;1;100;2000.0;;
2048;Casa de villa;Punta Hermosa;5;1;1;190;5800.0;50.0;159.0
2049;Habitación;Pachacámac;1;0;0;20;850.0;231.0;198.0
2050;Casa;La Perla;4;1;2;350;8500.0;;554.0
2051;Casa;Surquillo;2;0;0;55;600.0;;
2052;Casa;La Victoria;3;0;0;107;1600.0;;
2053;Casa en condominio;Ate;4;2;2;330;10009.0;820.0;
2054;Casa;San Juan de Miraflores;2;1;0;80;1000.0;;
2055;Casa de villa;Mi Perú;1;0;0;40;900.0;;
2056;Habitación;Chorrillos;1;0;0;30;1900.0;471.0;25.0
2057;Casa de villa;El Agustino;2;0;0;60;1100.0;;
2058;Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0
2059;Habitación;Lurín;1;0;0;28;1400.0;286.0;30.0
2060;Habitación;San Borja;1;0;0;30;1000.0;365.0;
2061;Habitación;San Borja;1;0;0;29;1800.0;380.0;532.0
2062;Casa;Ate;5;4;4;600;7000.0;;1370.0
2063;Casa de villa;Puente Piedra;4;0;0;110;2000.0;70.0;15.0
2064;Casa;Santa Anita;3;1;0;87;1700.0;40.0;
2065;Habitación;San Borja;0;1;0;38;1600.0;332.0;71.0
2066;Habitación;San Borja;1;0;0;48;1600.0;570.0;76.0
2067;Casa;San Miguel;4;1;0;230;5000.0;;
2068;Habitación;San Luis;1;0;0;35;700.0;;
2069;Habitación;San Borja;1;0;0;30;1200.0;450.0;25.0
2070;Habitación;San Borja;1;0;0;25;2000.0;280.0;100.0
2071;Casa en condominio;Ate;6;3;4;600;13000.0;800.0;1600.0
2072;Casa en condominio;Ate;6;6;6;1621;13500.0;1250.0;1800.0
2073;Casa en condominio;Ate;5;6;5;900;20000.0;3300.0;11000.0
2074;Casa de villa;Ancón;1;0;0;24;400.0;;
2075;Habitación;La Punta;1;0;1;55;2200.0;;
2076;Casa;Comas;4;0;0;280;25000.0;;
2077;Casa de villa;Lince;1;1;0;70;750.0;50.0;
2078;Casa en condominio;Ate;4;3;4;585;17500.0;1850.0;1200.0
2079;Casa en condominio;Ate;5;4;5;788;18000.0;2200.0;20000.0
2080;Casa en condominio;Jesús María;4;5;1;350;6000.0;826.0;210.0
2081;Casa en condominio;Jesús María;4;2;4;240;5000.0;975.0;400.0
2082;Casa en condominio;Ate;4;2;2;450;6990.0;1140.0;200.0
2083;Habitación;Villa El Salvador;1;0;0;26;1200.0;550.0;56.0
2084;Casa;Lince;3;1;0;80;950.0;;
2085;Casa en condominio;La Punta;5;2;0;300;3200.0;50.0;150.0
2086;Habitación;Punta Negra;1;0;0;25;530.0;120.0;25.0
2087;Casa;Jesús María;5;0;5;480;3000.0;400.0;
2088;Habitación;Chorrillos;1;0;0;17;850.0;356.0;
2089;Casa;Carmen de La Legua;2;1;0;60;1200.0;80.0;
2090;Habitación;Pachacámac;1;0;1;28;1000.0;471.0;225.0
2091;Habitación;San Miguel;1;0;0;20;1000.0;300.0;
2092;Casa en condominio;Ate;4;0;4;815;27000.0;2700.0;12000.0
2093;Habitación;San Borja;1;0;0;30;1300.0;512.0;22.0
2094;Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;786.0
2095;Casa;Lince;3;1;3;287;2500.0;;
2096;Habitación;Pachacámac;1;0;0;20;700.0;208.0;25.0
2097;Casa;Santa Rosa;2;0;0;52;1300.0;;
2098;Casa en condominio;Ate;5;6;4;1000;15000.0;2500.0;
2099;Casa;Santa Rosa;2;2;1;180;2200.0;;680.0
2100;Habitación;Pachacámac;1;0;0;29;700.0;269.0;24.0
2101;Casa;Villa María del Triunfo;8;4;6;380;17000.0;;
2102;Habitación;San Bartolo;1;0;0;30;1600.0;600.0;25.0
2103;Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0
2104;Casa de villa;Magdalena del Mar;2;0;0;60;860.0;;23.0
2105;Casa en condominio;Ate;4;3;3;622;9500.0;1380.0;1486.0
2106;Casa;Lince;1;0;0;50;550.0;;
